Название;Автор;Цена в бел.руб.;Ссылка
Капитан жизни. История self-made миллионера;Осколков Е.М.;18.42;https://magazin.belkniga.by/catalog/biznes-literatura/biznesbloger-kapitan-zhizni-istoriya-self/
Капитан жизни. История self-made миллионера, который встал у руля своего успеха;Осколков Е.М.;18.42;https://magazin.belkniga.by/catalog/biznes-literatura/biznesbloger-kapitan-zhizni-istoriya-self_1/
Карты, деньги, фитнес-клуб. Практическое руководство менеджера по продажам;Александр Шумилин;16.02;https://magazin.belkniga.by/catalog/biznes-literatura/karty_dengi_fitnes_klub_prakticheskoe/
Карьера менеджера;Ли Якокка;16.18;https://magazin.belkniga.by/catalog/biznes-literatura/kar-era-menedzhera-zolot-tisn-7bc-3-e-i/
Карьера менеджера;Ли Якокка;17.26;https://magazin.belkniga.by/catalog/biznes-literatura/karera_menedzhera_obl_/
Карьера менеджера(4-е издание);Ли Якокка;20.22;https://magazin.belkniga.by/catalog/biznes-literatura/karera_menedzhera_zolot_tisn_7bts_4_e_i/
Категорийный менеджмент. Курс управления ассортиментом в рознице;Бузукова Е.А.;27.00;https://magazin.belkniga.by/catalog/biznes-literatura/kategoriynyy-menedzhment-kurs-upravleniya/
Категорийный менеджмент. Курс управления ассортиментом в рознице (+ электронное приложение);Светлана Сысоева;26.57;https://magazin.belkniga.by/catalog/biznes-literatura/kategoriynyy_menedzhment_kurs_upravleniya/
Квадрант денежного потока (м);Роберт Кийосаки;14.29;https://magazin.belkniga.by/catalog/biznes-literatura/kvad_denezh_potoka_myagk_obl_60kh84_16_7_e/
Квадрант денежного потока(3-е издание);Роберт Кийосаки;18.60;https://magazin.belkniga.by/catalog/biznes-literatura/kvadrant_denezhnogo_potoka_3_e_izd_7bts/
Квадрант денежного потока(6-е издание);Роберт Кийосаки;14.29;https://magazin.belkniga.by/catalog/biznes-literatura/kvadrant_denezhnogo_potoka_myagk_obl_60kh8/
Квантовый лидер. Революция в мышлении и практике бизнеса;Дана Зохар;22.98;https://magazin.belkniga.by/catalog/biznes-literatura/kvantovyy_lider/
Квантовый прыжок к мечте;Довгань Владимир Викторович;19.33;https://magazin.belkniga.by/catalog/biznes-literatura/teoriyauspekha_kvantovyy_pryzhok_k_mechte/
Кейтеринг. Мировой опыт;Кирилл Погодин;36.15;https://magazin.belkniga.by/catalog/biznes-literatura/bizluchmirop_keytering_mirovoy_opyt/
Кино как универсальный язык;Ахметов Камилл Спартакович;28.02;https://magazin.belkniga.by/catalog/biznes-literatura/zvezdalekciy-kino-kak-universal-nyy-yazyk/
Классические работы по менеджменту (м);Питер Друкер;19.22;https://magazin.belkniga.by/catalog/biznes-literatura/al-pinapab-klassicheskie-raboty-po-menedzh/
Клиентоориентированность. Смена фокуса с продукта на клиента;Нирадж Давар;19.22;https://magazin.belkniga.by/catalog/biznes-literatura/al-pinapab-klientoorientirovannost-sme/
Ключевые розничные клиенты;Качалов И.В.;38.82;https://magazin.belkniga.by/catalog/biznes-literatura/klyuchevye-roznichnye-klienty-pervaya-v-ross/
Книга успешного руководителя;Евсеева Т.В.;43.74;https://magazin.belkniga.by/catalog/biznes-literatura/kniga-uspeshnogo-rukovoditelya/
Книга, которой нет. Alpha & Omega Edition;Алекс Новак;24.80;https://magazin.belkniga.by/catalog/biznes-literatura/kniga_kotoroy_net_alpha_omega_editio/
Код публичности;Ана Мавричева;17.74;https://magazin.belkniga.by/catalog/biznes-literatura/kod-publichnosti-2020-razvitie-lichnogo-b/
Код публичности. Развитие личного бренда в эпоху Digital;Ана Мавричева;17.70;https://magazin.belkniga.by/catalog/biznes-literatura/kod_publichnosti_razvitie_lichnogo_brenda/
Код убеждения;Морен К.;29.23;https://magazin.belkniga.by/catalog/biznes-literatura/kod-ubezhdeniya-kak-neyromarketing-povysha/
Команда чемпионов продаж: Как создать идеальный отдел продаж и эффективно им управлять;Филиппова Сергей;23.05;https://magazin.belkniga.by/catalog/biznes-literatura/alpinapab_komanda_chempionov_prodazh_kak/
Команда, которую создал Я;Ермак Александр Николаевич;35.36;https://magazin.belkniga.by/catalog/biznes-literatura/delovaya_literatura_komanda_kotoruyu_soz/
Командный подход. Создание высокоэффективной организации;Дуглас Смит;32.19;https://magazin.belkniga.by/catalog/biznes-literatura/alp_komandnyy_podkhod_sozdanie_vysokoeff_1/
Командос. Как достигать больших целей вместе (м);Константин Борисов;26.34;https://magazin.belkniga.by/catalog/biznes-literatura/alpinapab_komandos_kak_dostigat_bolsh/
Коммерческая деятельность;Виноградова С.Н., Пигунова О.В.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/kommercheskaya-deyatel-nost9789850616050/
Коммерческая деятельность;Виноградова С.Н., Пигунова О.В.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/kommercheskaya-deyatel-nost985061255X/
Коммерческая деятельность;Виноградова С.Н.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/kommercheskaya-deyatel-nost9789850617750/
Коммерческая деятельность;Виноградова С.Н.;4.43;https://magazin.belkniga.by/catalog/biznes-literatura/kommercheskaya-deyatel-nost9789850620590/
Коммерческая деятельность. Сборник практических заданий для проведения учебной практики;Башаримова С.И., Дасько М.В.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/kommercheskaya-deyatel-nost-sbornik-prakticheskih-zadaniy-dlya-provedeniya-uchebnoy-praktiki9789850616425/
Коммерческая логистика. Учебник;Аникин Б.А.;26.01;https://magazin.belkniga.by/catalog/biznes-literatura/prospekt-kommercheskaya-logistika-uchebnik/
Коммуникационный менеджмент;Акопов Г. Л.;40.36;https://magazin.belkniga.by/catalog/biznes-literatura/kommunikacionnyy-menedzhment/
Конверсия. Как превратить лиды в продажи;Смит К.;33.33;https://magazin.belkniga.by/catalog/biznes-literatura/al-pinapab-konversiya-kak-prevratit-lid/
Конверсия. Как превратить лиды в продажи (м);Крис Смит;17.34;https://magazin.belkniga.by/catalog/biznes-literatura/al-p-biznes-konversiya-kak-prevratit-lid/
Конец работы. Куда исчезнут офисы и как подготовиться к изменениям;Тейлор Пирсон;28.70;https://magazin.belkniga.by/catalog/biznes-literatura/bizluchmiro_konets_raboty_kuda_ischeznut_o/
Конкурентная стратегия. Методика анализа отраслей и конкурентов;Майкл Портер;45.09;https://magazin.belkniga.by/catalog/biznes-literatura/konkurentnaya_strategiya_metodika_analiza/
Конкурентное преимущества. Как достичь высокого результата и обеспечить его устойчивость;Портер М.;59.06;https://magazin.belkniga.by/catalog/biznes-literatura/alpinapab_konkurentnoe_preimushchestvo_ka/
Консультируй и продавай;Плотникова А.В.;19.96;https://magazin.belkniga.by/catalog/biznes-literatura/konsul-tiruy-i-prodavay-kniga-dlya-farmac/
Контроль и аудит: учебное пособие;Лемеш В.Н.;14.80;https://magazin.belkniga.by/catalog/biznes-literatura/kontrol-i-audit-uchebnoe-posobie---2-e/
Копирайтинг. Как не съесть собаку. Создаем тексты, которые продают;Дмитрий Кот;13.08;https://magazin.belkniga.by/catalog/biznes-literatura/kopirayting_kak_ne_sest_sobaku_sozda/
Копирайтинг. Простые рецепты продающих текстов;Асланов Тимур Анатольевич;13.63;https://magazin.belkniga.by/catalog/biznes-literatura/kopirayting_prostye_retsepty_prodayushchikh_t/
Король капитала. История невероятного взлета, падения и возрождения Стива Шварцмана и Blackstone;Джон Моррис;40.59;https://magazin.belkniga.by/catalog/biznes-literatura/alp_korol_kapitala_istoriya_neveroyatnog/
